frame.time_delta,frame.cap_len,frame.len,mqtt.clientid_len,mqtt.conack.flags.reserved,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.len,mqtt.topic_len,connect_gap,publish_gap,mqtt.msgtype,mqtt.conflag.uname,mqtt.kalive
3.9e-05,1285,1285,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,-524.1663348674774,3.0,0.0,0.0
3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,148.0,64.5,0.0,0.0,3.0,0.0,0.0
0.000128,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000103,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6e-05,1111,1111,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,5.692188024520874,3.0,0.0,0.0
8.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3e-05,39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000119,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001207,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000566,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,64.0,0.0,516.660404920578,3.0,0.0,0.0
0.000276,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000108,160,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000144,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00027,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000679,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,2.063318014144897,3.0,0.0,0.0
0.001169,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000138,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,174.0,62.0,0.0,-257.3371820449829,3.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,63.0,0.0,258.17464208602905,3.0,0.0,0.0
4.4e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000845,1514,1514,0.0,0.0,0.0,0.0,0.0,173.0,64.0,0.0,-0.7335150241851807,3.0,0.0,0.0
0.000129,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,63.0,0.0,-523.0747900009155,3.0,0.0,0.0
0.000135,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000929,60,60,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,3.0,0.0,0.0
0.000888,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,64.0,0.0,523.0663390159607,3.0,0.0,0.0
0.000112,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.1e-05,97,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-524.5105199813843,3.0,0.0,0.0
0.000873,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,64.0,0.0,524.4658968448639,3.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,64.0,0.0,-524.7946169376373,3.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,-0.1254739761352539,3.0,0.0,0.0
2.5e-05,406,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,173.0,63.0,0.0,523.1571619510651,3.0,0.0,0.0
0.00029,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,64.0,0.0,-522.3964989185333,3.0,0.0,0.0
4.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,171.0,63.0,0.0,0.7279460430145264,3.0,0.0,0.0
0.001078,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,62.0,0.0,521.6489109992981,3.0,0.0,0.0
0.000109,268,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000204,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000307,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,64.0,0.0,-523.0996241569519,3.0,0.0,0.0
7.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,61.0,0.0,517.621374130249,3.0,0.0,0.0
0.000223,79,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000375,1107,1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,155.0,60.5,0.0,-511.40776801109314,3.0,0.0,0.0
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000441,83,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000125,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,63.0,0.0,258.1003940105438,3.0,0.0,0.0
0.000761,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001377,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000149,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8e-05,1273,1273,0.0,0.0,0.0,0.0,0.0,163.0,62.0,0.0,-258.103187084198,3.0,0.0,0.0
0.000133,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000123,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000114,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000106,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,519.5501000881195,3.0,0.0,0.0
0.000129,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00162,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,63.0,0.0,-524.9096620082855,3.0,0.0,0.0
0.000303,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,62.0,0.0,523.0450119972229,3.0,0.0,0.0
3.4e-05,1067,1067,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-523.106278181076,3.0,0.0,0.0
0.00021,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,61.0,0.0,266.738242149353,3.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-259.8961980342865,3.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000238,72,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000321,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,62.0,0.0,-7.001069068908691,3.0,0.0,0.0
0.000125,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,265.87370705604553,3.0,0.0,0.0
0.000317,1514,1514,0.0,0.0,0.0,0.0,0.0,158.0,62.0,0.0,0.5476109981536865,3.0,0.0,0.0
9.1e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-266.97355794906616,3.0,0.0,0.0
0.000237,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,522.6479048728943,3.0,0.0,0.0
0.000109,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3e-05,84,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000304,500,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,64,64,0.0,0.0,0.0,0.0,0.0,148.0,60.5,0.0,-336.6816518306732,3.0,0.0,0.0
4.1e-05,1165,1165,0.0,0.0,0.0,0.0,0.0,158.0,63.0,0.0,331.89300894737244,3.0,0.0,0.0
0.000986,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,-252.23712396621704,3.0,0.0,0.0
1.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000128,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000127,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000122,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,64,64,0.0,0.0,0.0,0.0,0.0,148.0,60.5,0.0,-79.87907099723816,3.0,0.0,0.0
7.2e-05,85,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000963,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,339.03479504585266,3.0,0.0,0.0
0.000487,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-523.5915341377258,3.0,0.0,0.0
5.3e-05,81,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000269,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,-1.025636911392212,3.0,0.0,0.0
7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001514,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000171,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,62.0,0.0,266.16446590423584,3.0,0.0,0.0
0.000931,70,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000123,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,64.0,0.0,3.0226430892944336,3.0,0.0,0.0
0.000114,1484,1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.4e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001279,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,62.0,0.0,254.44235801696777,3.0,0.0,0.0
3.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000174,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,63.0,0.0,-3.937072992324829,3.0,0.0,0.0
2.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,62.0,0.0,3.167819023132324,3.0,0.0,0.0
0.000123,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000111,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000109,104,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.9e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,64.0,0.0,1.5131349563598633,3.0,0.0,0.0
0.000352,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,-260.30511713027954,3.0,0.0,0.0
0.001434,566,566,0.0,0.0,0.0,0.0,0.0,158.0,62.0,0.0,-263.1856219768524,3.0,0.0,0.0
0.001068,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000709,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,523.6614871025085,3.0,0.0,0.0
0.001069,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,0.0695409774780273,3.0,0.0,0.0
5.1e-05,1411,1411,0.0,0.0,0.0,0.0,0.0,151.0,62.0,0.0,-524.3756580352783,3.0,0.0,0.0
3.6e-05,1276,1276,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,1.4684860706329346,3.0,0.0,0.0
3.2e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,178.0,64.0,0.0,262.4199290275574,3.0,0.0,0.0
5.8e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000122,1514,1514,0.0,0.0,0.0,0.0,0.0,170.0,61.0,0.0,259.4317409992218,3.0,0.0,0.0
0.000194,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001448,1023,1023,0.0,0.0,0.0,0.0,0.0,161.0,64.0,0.0,-257.39900398254395,3.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
