frame.time_delta,frame.cap_len,frame.len,mqtt.clientid_len,mqtt.conack.flags.reserved,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.len,mqtt.topic_len,connect_gap,publish_gap
0.000764,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,61.0,0.0,524.0421979427338
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000748,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000961,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000296,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,63.0,0.0,-256.5868670940399
0.000111,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000114,141,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000229,1514,1514,0.0,0.0,0.0,0.0,0.0,158.0,63.0,0.0,-2.232123851776123
0.000597,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,63.0,0.0,-260.7258701324463
0.000401,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,64.0,0.0,511.6192269325256
6.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,61.0,0.0,5.093218088150024
0.0018595,80,80,0.0,0.0,0.0,0.0,0.0,148.0,60.5,0.0,-364.5762729644776
4.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,171.0,64.0,0.0,106.94621300697328
0.001284,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,257.35361909866333
0.000112,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000216,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000134,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000112,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000123,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2e-05,1262,1262,0.0,0.0,0.0,0.0,0.0,162.0,63.0,0.0,-253.41631317138672
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,-269.2371699810028
0.000331,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,266.83384895324707
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,63.0,0.0,251.18091297149655
0.0018595,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2e-05,105,105,37.0,0.0,0.0,0.0,1.0,148.0,0.0,0.0,0.0
2.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,-518.0334899425507
0.0018595,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000157,1514,1514,0.0,0.0,0.0,0.0,0.0,173.0,63.0,0.0,1.736335039138794
0.001244,1514,1514,0.0,0.0,0.0,0.0,0.0,156.0,63.0,0.0,523.2826120853424
3.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,62.0,0.0,-257.4384791851044
0.000118,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000507,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,-261.3054039478302
1.2e-05,615,615,0.0,0.0,0.0,0.0,0.0,171.0,63.0,0.0,265.1264569759369
0.000329,599,599,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,253.21361303329468
3.9e-05,1285,1285,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,-524.1663348674774
3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,148.0,64.5,0.0,0.0
0.000128,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000103,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6e-05,1111,1111,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,5.692188024520874
8.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3e-05,39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000119,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001207,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000566,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,64.0,0.0,516.660404920578
0.000276,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000108,160,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000144,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00027,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000679,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,2.063318014144897
0.001169,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000138,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,174.0,62.0,0.0,-257.3371820449829
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,63.0,0.0,258.17464208602905
4.4e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000845,1514,1514,0.0,0.0,0.0,0.0,0.0,173.0,64.0,0.0,-0.7335150241851807
0.000129,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,160.0,63.0,0.0,-523.0747900009155
0.000135,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000929,60,60,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0
0.000888,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,64.0,0.0,523.0663390159607
0.000112,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.1e-05,97,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-524.5105199813843
0.000873,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,64.0,0.0,524.4658968448639
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,64.0,0.0,-524.7946169376373
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,-0.1254739761352539
2.5e-05,406,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,173.0,63.0,0.0,523.1571619510651
0.00029,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,64.0,0.0,-522.3964989185333
4.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,171.0,63.0,0.0,0.7279460430145264
0.001078,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,62.0,0.0,521.6489109992981
0.000109,268,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000204,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000307,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,64.0,0.0,-523.0996241569519
7.3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,61.0,0.0,517.621374130249
0.000223,79,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000375,1107,1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,155.0,60.5,0.0,-511.40776801109314
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000441,83,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000125,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,63.0,0.0,258.1003940105438
0.000761,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001377,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000149,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8e-05,1273,1273,0.0,0.0,0.0,0.0,0.0,163.0,62.0,0.0,-258.103187084198
0.000133,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000123,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000114,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000106,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,519.5501000881195
0.000129,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00162,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,63.0,0.0,-524.9096620082855
0.000303,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,62.0,0.0,523.0450119972229
3.4e-05,1067,1067,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-523.106278181076
0.00021,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,61.0,0.0,266.738242149353
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,63.0,0.0,-259.8961980342865
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000238,72,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000321,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,62.0,0.0,-7.001069068908691
0.000125,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,265.87370705604553
0.000317,1514,1514,0.0,0.0,0.0,0.0,0.0,158.0,62.0,0.0,0.5476109981536865
9.1e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-266.97355794906616
0.000237,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,522.6479048728943
0.000109,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3e-05,84,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000304,500,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,64,64,0.0,0.0,0.0,0.0,0.0,148.0,60.5,0.0,-336.6816518306732
4.1e-05,1165,1165,0.0,0.0,0.0,0.0,0.0,158.0,63.0,0.0,331.89300894737244
0.000986,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,-252.23712396621704
1.8e-05,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000128,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000127,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000122,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,64,64,0.0,0.0,0.0,0.0,0.0,148.0,60.5,0.0,-79.87907099723816
7.2e-05,85,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000963,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,339.03479504585266
0.000487,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-523.5915341377258
5.3e-05,81,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000269,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,-1.025636911392212
7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001514,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000171,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,62.0,0.0,266.16446590423584
0.000931,70,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000123,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,64.0,0.0,3.0226430892944336
0.000114,1484,1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.4e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001279,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,62.0,0.0,254.44235801696777
3.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000174,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,63.0,0.0,-3.937072992324829
2.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,62.0,0.0,3.167819023132324
0.000123,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000111,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000109,104,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.9e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,166.0,64.0,0.0,1.5131349563598633
0.000352,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,-260.30511713027954
0.001434,566,566,0.0,0.0,0.0,0.0,0.0,158.0,62.0,0.0,-263.1856219768524
0.001068,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000709,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,523.6614871025085
0.001069,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,0.0695409774780273
5.1e-05,1411,1411,0.0,0.0,0.0,0.0,0.0,151.0,62.0,0.0,-524.3756580352783
3.6e-05,1276,1276,0.0,0.0,0.0,0.0,0.0,164.0,63.0,0.0,1.4684860706329346
3.2e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,178.0,64.0,0.0,262.4199290275574
5.8e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000122,1514,1514,0.0,0.0,0.0,0.0,0.0,170.0,61.0,0.0,259.4317409992218
0.000194,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001448,1023,1023,0.0,0.0,0.0,0.0,0.0,161.0,64.0,0.0,-257.39900398254395
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,63.0,0.0,-0.396481990814209
4.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,63.0,0.0,-258.30286622047424
0.000128,192,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000313,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000712,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,63.0,0.0,258.54723501205444
1.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000346,1514,1514,0.0,0.0,0.0,0.0,0.0,163.0,63.0,0.0,-266.1002240180969
4.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,62.0,0.0,265.4530830383301
0.0018595,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,63.0,0.0,258.3196489810944
0.000104,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000765,1514,1514,0.0,0.0,0.0,0.0,0.0,164.0,64.0,0.0,-257.5286738872528
0.000385,1514,1514,0.0,0.0,0.0,0.0,0.0,168.0,63.0,0.0,2.8634419441223145
4.4e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,61.0,0.0,-0.0630619525909423
0.00019,1514,1514,0.0,0.0,0.0,0.0,0.0,172.0,64.0,0.0,-2.3086299896240234
4.9e-05,129,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000148,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,158.0,62.0,0.0,-0.3708701133728027
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,173.0,62.0,0.0,-265.8780348300934
2.9e-05,1487,1487,0.0,0.0,0.0,0.0,0.0,162.0,63.0,0.0,266.516539812088
0.000382,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,161.0,62.0,0.0,-2.8601388931274414
0.00057,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,62.0,0.0,-264.41518902778625
0.000337,1514,1514,0.0,0.0,0.0,0.0,0.0,169.0,62.0,0.0,-0.6135809421539307
0.000142,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,156.0,61.0,0.0,-0.5641360282897949
0.000251,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2e-05,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000417,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000223,1392,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4e-05,852,852,0.0,0.0,0.0,0.0,0.0,170.0,63.0,0.0,521.3634369373322
0.000308,1450,1450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,583,583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,63.0,0.0,-518.1141350269318
0.000162,1514,1514,0.0,0.0,0.0,0.0,0.0,157.0,62.0,0.0,-3.047813892364502
3.9e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,162.0,62.0,0.0,8.684814929962158
2.8e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,165.0,62.0,0.0,-6.126852035522461
0.0018595,437,437,0.0,0.0,0.0,0.0,0.0,170.0,62.0,0.0,265.04754519462585
0.001256,1182,1182,0.0,1.0,1.0,108.0,0.0,148.0,64.5,0.0,-265.4003710746765
0.0018595,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7e-05,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,62.0,0.0,518.8340010643005
0.000687,1514,1514,0.0,0.0,0.0,0.0,0.0,159.0,64.0,0.0,-0.0172221660614013
5.6e-05,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4e-05,714,714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000123,1514,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000212,1514,1514,0.0,0.0,0.0,0.0,0.0,167.0,62.0,0.0,-519.2266218662262
0.000149,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000106,1301,1301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0018595,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000424,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
