mqtt.len,mqtt.topic_len,frame.cap_len,frame.time_delta,mqtt.clientid_len,mqtt.conack.flags.reserved,connect_gap,publish_gap,mqtt.conack.flags.sp,frame.len,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.conflag.passwd,mqtt.conflag.uname,mqtt.conflag.retain
0.0,0.0,54,0.000748,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1392,0.0018595,0.0,0.0,0.0,0.0,0.0,1392,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.000961,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,74,0.0018595,0.0,0.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0
160.0,63.0,1514,0.000296,0.0,0.0,0.0,-256.5868670940399,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000111,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,141,0.000114,0.0,0.0,0.0,0.0,0.0,141,0.0,0.0,0.0,0.0,0.0
158.0,63.0,1514,0.000229,0.0,0.0,0.0,-2.232123851776123,0.0,1514,0.0,0.0,0.0,0.0,0.0
160.0,63.0,1514,0.000597,0.0,0.0,0.0,-260.7258701324463,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000401,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
164.0,64.0,1514,0.0018595,0.0,0.0,0.0,511.6192269325256,0.0,1514,0.0,0.0,0.0,0.0,0.0
159.0,61.0,1514,6.7e-05,0.0,0.0,0.0,5.093218088150024,0.0,1514,0.0,0.0,0.0,0.0,0.0
148.0,60.5,80,0.0018595,0.0,0.0,0.0,-364.5762729644776,0.0,80,0.0,0.0,0.0,0.0,0.0
171.0,64.0,1514,4.1e-05,0.0,0.0,0.0,106.94621300697328,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66,0.001284,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0
166.0,63.0,1514,5.6e-05,0.0,0.0,0.0,257.35361909866333,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000112,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000216,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000134,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,0.000112,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000123,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
162.0,63.0,1262,4.2e-05,0.0,0.0,0.0,-253.41631317138672,0.0,1262,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.0018595,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,5.8e-05,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
167.0,63.0,1514,7.3e-05,0.0,0.0,0.0,-269.2371699810028,0.0,1514,0.0,0.0,0.0,0.0,0.0
163.0,63.0,1514,0.000331,0.0,0.0,0.0,266.83384895324707,0.0,1514,0.0,0.0,0.0,0.0,0.0
172.0,63.0,1514,0.0018595,0.0,0.0,0.0,251.18091297149655,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,80,0.0018595,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0
148.0,0.0,105,2e-05,37.0,0.0,0.0,0.0,0.0,105,0.0,1.0,0.0,0.0,0.0
164.0,63.0,1514,2.6e-05,0.0,0.0,0.0,-518.0334899425507,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1392,0.0018595,0.0,0.0,0.0,0.0,0.0,1392,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.0018595,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
173.0,63.0,1514,0.000157,0.0,0.0,0.0,1.736335039138794,0.0,1514,0.0,0.0,0.0,0.0,0.0
156.0,63.0,1514,0.001244,0.0,0.0,0.0,523.2826120853424,0.0,1514,0.0,0.0,0.0,0.0,0.0
164.0,62.0,1514,3.4e-05,0.0,0.0,0.0,-257.4384791851044,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,0.000118,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
167.0,63.0,1514,0.000507,0.0,0.0,0.0,-261.3054039478302,0.0,1514,0.0,0.0,0.0,0.0,0.0
171.0,63.0,615,1.2e-05,0.0,0.0,0.0,265.1264569759369,0.0,615,0.0,0.0,0.0,0.0,0.0
165.0,63.0,599,0.000329,0.0,0.0,0.0,253.21361303329468,0.0,599,0.0,0.0,0.0,0.0,0.0
165.0,62.0,1285,3.9e-05,0.0,0.0,0.0,-524.1663348674774,0.0,1285,0.0,0.0,0.0,0.0,0.0
148.0,64.5,1514,3e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000128,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,7.1e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000103,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
168.0,63.0,1111,4.6e-05,0.0,0.0,0.0,5.692188024520874,0.0,1111,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,8.3e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,39,2.3e-05,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000119,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,8.9e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.001207,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,4.6e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.0018595,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
161.0,64.0,1514,0.000566,0.0,0.0,0.0,516.660404920578,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,0.000276,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
0.0,0.0,160,0.000108,0.0,0.0,0.0,0.0,0.0,160,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.0018595,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,80,0.000144,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,5.7e-05,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,8.2e-05,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,0.00027,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,1.7e-05,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
165.0,62.0,1514,0.000679,0.0,0.0,0.0,2.063318014144897,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.001169,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1392,0.000138,0.0,0.0,0.0,0.0,0.0,1392,0.0,0.0,0.0,0.0,0.0
174.0,62.0,1514,5.4e-05,0.0,0.0,0.0,-257.3371820449829,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.0018595,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,5.8e-05,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
159.0,63.0,1514,7.3e-05,0.0,0.0,0.0,258.17464208602905,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,4.4e-05,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.0018595,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,8.5e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,5.8e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
173.0,64.0,1514,0.000845,0.0,0.0,0.0,-0.7335150241851807,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000129,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
160.0,63.0,1514,6.8e-05,0.0,0.0,0.0,-523.0747900009155,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.000135,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
148.0,0.0,60,0.000929,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
157.0,64.0,1514,0.000888,0.0,0.0,0.0,523.0663390159607,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000112,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,97,4.1e-05,0.0,0.0,0.0,0.0,0.0,97,0.0,0.0,0.0,0.0,0.0
165.0,63.0,1514,2.7e-05,0.0,0.0,0.0,-524.5105199813843,0.0,1514,0.0,0.0,0.0,0.0,0.0
162.0,64.0,1514,0.000873,0.0,0.0,0.0,524.4658968448639,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.0018595,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,1.7e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
168.0,64.0,1514,8e-05,0.0,0.0,0.0,-524.7946169376373,0.0,1514,0.0,0.0,0.0,0.0,0.0
164.0,63.0,1514,0.0018595,0.0,0.0,0.0,-0.1254739761352539,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,406,2.5e-05,0.0,0.0,0.0,0.0,0.0,406,0.0,0.0,0.0,0.0,0.0
173.0,63.0,1514,2.8e-05,0.0,0.0,0.0,523.1571619510651,0.0,1514,0.0,0.0,0.0,0.0,0.0
167.0,64.0,1514,0.00029,0.0,0.0,0.0,-522.3964989185333,0.0,1514,0.0,0.0,0.0,0.0,0.0
171.0,63.0,1514,4.1e-05,0.0,0.0,0.0,0.7279460430145264,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.001078,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
157.0,62.0,1514,2.9e-05,0.0,0.0,0.0,521.6489109992981,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,268,0.000109,0.0,0.0,0.0,0.0,0.0,268,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66,0.000204,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0
169.0,64.0,1514,0.000307,0.0,0.0,0.0,-523.0996241569519,0.0,1514,0.0,0.0,0.0,0.0,0.0
161.0,61.0,1514,7.3e-05,0.0,0.0,0.0,517.621374130249,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,79,0.000223,0.0,0.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1107,0.000375,0.0,0.0,0.0,0.0,0.0,1107,0.0,0.0,0.0,0.0,0.0
155.0,60.5,1514,2.7e-05,0.0,0.0,0.0,-511.40776801109314,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66,0.0018595,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0
0.0,0.0,83,0.000441,0.0,0.0,0.0,0.0,0.0,83,0.0,0.0,0.0,0.0,0.0
169.0,63.0,1514,0.000125,0.0,0.0,0.0,258.1003940105438,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,0.000761,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.001377,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000149,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
163.0,62.0,1273,3.8e-05,0.0,0.0,0.0,-258.103187084198,0.0,1273,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000133,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000123,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66,0.000114,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000106,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
167.0,63.0,1514,4.9e-05,0.0,0.0,0.0,519.5501000881195,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000129,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
162.0,63.0,1514,0.00162,0.0,0.0,0.0,-524.9096620082855,0.0,1514,0.0,0.0,0.0,0.0,0.0
157.0,62.0,1514,0.000303,0.0,0.0,0.0,523.0450119972229,0.0,1514,0.0,0.0,0.0,0.0,0.0
166.0,63.0,1067,3.4e-05,0.0,0.0,0.0,-523.106278181076,0.0,1067,0.0,0.0,0.0,0.0,0.0
157.0,61.0,1514,0.00021,0.0,0.0,0.0,266.738242149353,0.0,1514,0.0,0.0,0.0,0.0,0.0
166.0,63.0,1514,2.7e-05,0.0,0.0,0.0,-259.8961980342865,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.0018595,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,72,0.000238,0.0,0.0,0.0,0.0,0.0,72,0.0,0.0,0.0,0.0,0.0
159.0,62.0,1514,0.000321,0.0,0.0,0.0,-7.001069068908691,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,0.000125,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
168.0,63.0,1514,8.4e-05,0.0,0.0,0.0,265.87370705604553,0.0,1514,0.0,0.0,0.0,0.0,0.0
158.0,62.0,1514,0.000317,0.0,0.0,0.0,0.5476109981536865,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66,9.1e-05,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,2.6e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,2.1e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
165.0,63.0,1514,0.0018595,0.0,0.0,0.0,-266.97355794906616,0.0,1514,0.0,0.0,0.0,0.0,0.0
165.0,62.0,1514,0.000237,0.0,0.0,0.0,522.6479048728943,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000109,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,1.8e-05,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,84,6.3e-05,0.0,0.0,0.0,0.0,0.0,84,0.0,0.0,0.0,0.0,0.0
0.0,0.0,500,0.000304,0.0,0.0,0.0,0.0,0.0,500,0.0,0.0,0.0,0.0,0.0
148.0,60.5,64,0.0018595,0.0,0.0,0.0,-336.6816518306732,0.0,64,0.0,0.0,0.0,0.0,0.0
158.0,63.0,1165,4.1e-05,0.0,0.0,0.0,331.89300894737244,0.0,1165,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,0.000986,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66,5.6e-05,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0
168.0,63.0,1514,2.7e-05,0.0,0.0,0.0,-252.23712396621704,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,1.8e-05,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.000128,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000127,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000122,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
148.0,60.5,64,0.0018595,0.0,0.0,0.0,-79.87907099723816,0.0,64,0.0,0.0,0.0,0.0,0.0
0.0,0.0,85,7.2e-05,0.0,0.0,0.0,0.0,0.0,85,0.0,0.0,0.0,0.0,0.0
165.0,63.0,1514,0.000963,0.0,0.0,0.0,339.03479504585266,0.0,1514,0.0,0.0,0.0,0.0,0.0
165.0,63.0,1514,0.000487,0.0,0.0,0.0,-523.5915341377258,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,81,5.3e-05,0.0,0.0,0.0,0.0,0.0,81,0.0,0.0,0.0,0.0,0.0
168.0,63.0,1514,0.000269,0.0,0.0,0.0,-1.025636911392212,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,7e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.001514,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,0.000171,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
159.0,62.0,1514,2.6e-05,0.0,0.0,0.0,266.16446590423584,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,70,0.000931,0.0,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000123,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66,7e-05,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0
163.0,64.0,1514,0.0018595,0.0,0.0,0.0,3.0226430892944336,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1484,0.000114,0.0,0.0,0.0,0.0,0.0,1484,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,9.4e-05,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
166.0,62.0,1514,0.001279,0.0,0.0,0.0,254.44235801696777,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,3.8e-05,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
172.0,63.0,1514,0.000174,0.0,0.0,0.0,-3.937072992324829,0.0,1514,0.0,0.0,0.0,0.0,0.0
157.0,62.0,1514,2.9e-05,0.0,0.0,0.0,3.167819023132324,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.000123,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66,5.4e-05,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66,5.7e-05,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1514,0.000111,0.0,0.0,0.0,0.0,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,104,0.000109,0.0,0.0,0.0,0.0,0.0,104,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,5.9e-05,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
166.0,64.0,1514,0.0018595,0.0,0.0,0.0,1.5131349563598633,0.0,1514,0.0,0.0,0.0,0.0,0.0
163.0,63.0,1514,0.000352,0.0,0.0,0.0,-260.30511713027954,0.0,1514,0.0,0.0,0.0,0.0,0.0
158.0,62.0,566,0.001434,0.0,0.0,0.0,-263.1856219768524,0.0,566,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,0.001068,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
164.0,63.0,1514,0.000709,0.0,0.0,0.0,523.6614871025085,0.0,1514,0.0,0.0,0.0,0.0,0.0
164.0,63.0,1514,0.001069,0.0,0.0,0.0,0.0695409774780273,0.0,1514,0.0,0.0,0.0,0.0,0.0
151.0,62.0,1411,5.1e-05,0.0,0.0,0.0,-524.3756580352783,0.0,1411,0.0,0.0,0.0,0.0,0.0
164.0,63.0,1276,3.6e-05,0.0,0.0,0.0,1.4684860706329346,0.0,1276,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,3.2e-05,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.0018595,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
178.0,64.0,1514,0.0018595,0.0,0.0,0.0,262.4199290275574,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66,5.8e-05,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66,1.9e-05,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0
170.0,61.0,1514,0.000122,0.0,0.0,0.0,259.4317409992218,0.0,1514,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60,0.000194,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0
161.0,64.0,1023,0.001448,0.0,0.0,0.0,-257.39900398254395,0.0,1023,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54,0.0018595,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0
