frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_invalid,frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,eth.src,eth.dst,frame.cap_len,frame.coloring_rule.name,frame.coloring_rule.string,frame.comment,frame.comment.expert,frame.encap_type,frame.file_off,frame.ignored,frame.incomplete,frame.interface_id,frame.interface_name,frame.len,frame.link_nr,frame.marked,frame.md5_hash,frame.number,frame.offset_shift,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.flags.reserved,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.uname,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgid,mqtt.msgtype,mqtt.passwd,mqtt.passwd_len,mqtt.protoname,mqtt.qos,mqtt.retain,mqtt.sub.qos,mqtt.suback.qos,mqtt.topic,mqtt.topic_len,mqtt.username,mqtt.username_len,mqtt.willmsg,mqtt.willmsg_len,mqtt.willtopic,mqtt.willtopic_len,type,publish_gap,connect_gap
0.002709,0.002709,1535971848.481916,,2.753404,192.168.1.171,192.168.1.102,3000.0,59130.0,74:d4:35:ef:e5:5a,30:5a:3a:62:72:80,65,,,,,1,,0,,,,65,,0,,35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.004609,0.004609,1535971848.486525,,2.758013,192.168.1.102,192.168.1.171,59130.0,3000.0,30:5a:3a:62:72:80,74:d4:35:ef:e5:5a,60,,,,,1,,0,,,,60,,0,,36,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.07708,0.07708,1535971851.391333,,5.662821,192.168.1.171,192.168.1.227,3000.0,43398.0,74:d4:35:ef:e5:5a,48:5a:3f:93:39:9c,60,,,,,1,,0,,,,60,,0,,39,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.05726,0.05726,1535971851.448593,,5.720081,192.168.1.193,192.168.1.171,49153.0,1883.0,68:c6:3a:8b:d0:1e,74:d4:35:ef:e5:5a,54,,,,,1,,0,,,,54,,0,,40,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.243407,0.243407,1535971851.692,,5.963488,192.168.1.171,192.168.1.227,3000.0,43398.0,74:d4:35:ef:e5:5a,48:5a:3f:93:39:9c,60,,,,,1,,0,,,,60,,0,,41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.478163,0.478163,1535971852.170163,,6.441651,192.168.1.227,192.168.1.171,43398.0,3000.0,48:5a:3f:93:39:9c,74:d4:35:ef:e5:5a,54,,,,,1,,0,,,,54,,0,,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.141353,0.141353,1535971852.311578,,6.583066,192.168.1.227,192.168.1.171,43398.0,3000.0,48:5a:3f:93:39:9c,74:d4:35:ef:e5:5a,62,,,,,1,,0,,,,62,,0,,44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.001059,0.001059,1535971852.312637,,6.584125,192.168.1.171,192.168.1.227,3000.0,43398.0,74:d4:35:ef:e5:5a,48:5a:3f:93:39:9c,60,,,,,1,,0,,,,60,,0,,45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.000249,0.000249,1535971852.314638,,6.586126,192.168.1.171,192.168.1.227,3000.0,43398.0,74:d4:35:ef:e5:5a,48:5a:3f:93:39:9c,60,,,,,1,,0,,,,60,,0,,47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.285813,0.285813,1535971852.600451,,6.871939,192.168.1.133,192.168.1.171,49153.0,1883.0,60:01:94:37:e0:e1,74:d4:35:ef:e5:5a,56,,,,,1,,0,,,,56,,0,,48,0.0,,,,,,,,,,,,,,,,0x000000c0,,0.0,,,12.0,,,,,,,,,,,,,,,,normal,0.0,0.0
0.156502,0.156502,1535971852.757944,,7.029432,192.168.1.133,192.168.1.171,49153.0,1883.0,60:01:94:37:e0:e1,74:d4:35:ef:e5:5a,54,,,,,1,,0,,,,54,,0,,50,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.000148,0.000148,1535971857.296306,,11.567794,,,,,30:5a:3a:62:72:80,18:a6:f7:eb:77:26,108,,,,,1,,0,,,,108,,0,,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.001208,0.001208,1535971857.297514,,11.569002,,,,,18:a6:f7:eb:77:26,30:5a:3a:62:72:80,215,,,,,1,,0,,,,215,,0,,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.009221,0.009221,1535971857.306735,,11.578223,,,,,18:a6:f7:eb:77:26,30:5a:3a:62:72:80,255,,,,,1,,0,,,,255,,0,,55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.001032,0.001032,1535971857.380717,,11.652205,2.21.171.225,192.168.1.196,80.0,53489.0,18:a6:f7:eb:77:26,30:5a:3a:62:72:80,1514,,,,,1,,0,,,,1514,,0,,62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
9.3e-05,9.3e-05,1535971857.38081,,11.652298,2.21.171.225,192.168.1.196,80.0,53489.0,18:a6:f7:eb:77:26,30:5a:3a:62:72:80,258,,,,,1,,0,,,,258,,0,,63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.008186,0.008186,1535971857.388996,,11.660484,192.168.1.196,2.21.171.225,53489.0,80.0,30:5a:3a:62:72:80,18:a6:f7:eb:77:26,54,,,,,1,,0,,,,54,,0,,64,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.200921,0.200921,1535971857.68989,,11.961378,,,,,48:5a:3f:93:39:9c,74:d4:35:ef:e5:5a,42,,,,,1,,0,,,,42,,0,,66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.012596,0.012596,1535971858.017122,,12.28861,192.168.1.171,192.168.1.102,3000.0,59130.0,74:d4:35:ef:e5:5a,30:5a:3a:62:72:80,90,,,,,1,,0,,,,90,,0,,68,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.027466,0.027466,1535971858.046113,,12.317601,192.168.1.171,192.168.1.133,1883.0,49153.0,74:d4:35:ef:e5:5a,60:01:94:37:e0:e1,60,,,,,1,,0,,,,60,,0,,70,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.434013,0.434013,1535971858.480126,,12.751614,192.168.1.102,192.168.1.171,59130.0,3000.0,30:5a:3a:62:72:80,74:d4:35:ef:e5:5a,64,,,,,1,,0,,,,64,,0,,71,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.001406,0.001406,1535971858.481532,,12.75302,192.168.1.171,192.168.1.102,3000.0,59130.0,74:d4:35:ef:e5:5a,30:5a:3a:62:72:80,65,,,,,1,,0,,,,65,,0,,72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.008181,0.008181,1535971858.489713,,12.761201,192.168.1.102,192.168.1.171,59130.0,3000.0,30:5a:3a:62:72:80,74:d4:35:ef:e5:5a,60,,,,,1,,0,,,,60,,0,,73,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
2.933675,2.933675,1535971861.423388,,15.694876,192.168.1.102,192.168.1.171,59130.0,3000.0,30:5a:3a:62:72:80,74:d4:35:ef:e5:5a,64,,,,,1,,0,,,,64,,0,,74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.008402,0.008402,1535971861.4331,,15.704588,192.168.1.171,192.168.1.102,3000.0,59130.0,74:d4:35:ef:e5:5a,30:5a:3a:62:72:80,79,,,,,1,,0,,,,79,,0,,76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.113484,0.113484,1535971861.548309,,15.819797,192.168.1.193,192.168.1.171,49153.0,1883.0,68:c6:3a:8b:d0:1e,74:d4:35:ef:e5:5a,54,,,,,1,,0,,,,54,,0,,78,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.395346,0.395346,1535971861.943655,,16.215143,192.168.1.102,192.168.1.171,59130.0,3000.0,30:5a:3a:62:72:80,74:d4:35:ef:e5:5a,64,,,,,1,,0,,,,64,,0,,79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.016269,0.016269,1535971861.962166,,16.233654,192.168.1.171,192.168.1.102,3000.0,59130.0,74:d4:35:ef:e5:5a,30:5a:3a:62:72:80,79,,,,,1,,0,,,,79,,0,,81,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.001209,0.001209,1535971861.963375,,16.234863,192.168.1.102,192.168.1.171,59130.0,3000.0,30:5a:3a:62:72:80,74:d4:35:ef:e5:5a,60,,,,,1,,0,,,,60,,0,,82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.084196,0.084196,1535971862.047571,,16.319059,192.168.1.193,192.168.1.171,49153.0,1883.0,68:c6:3a:8b:d0:1e,74:d4:35:ef:e5:5a,54,,,,,1,,0,,,,54,,0,,83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.253961,0.253961,1535971862.301532,,16.57302,,,,,18:a6:f7:eb:77:26,30:5a:3a:62:72:80,86,,,,,1,,0,,,,86,,0,,84,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.04884,0.04884,1535971862.351459,,16.622947,,,,,18:a6:f7:eb:77:26,30:5a:3a:62:72:80,42,,,,,1,,0,,,,42,,0,,86,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.002615,0.002615,1535971862.354074,,16.625562,,,,,30:5a:3a:62:72:80,18:a6:f7:eb:77:26,42,,,,,1,,0,,,,42,,0,,87,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.000939,0.000939,1535971862.811219,,17.082707,192.168.1.171,192.168.1.234,1883.0,49153.0,74:d4:35:ef:e5:5a,a0:20:a6:17:44:ed,60,,,,,1,,0,,,,60,,0,,89,0.0,,,,,,,,,,,,,,,,0x000000d0,,0.0,,,13.0,,,,,,,,,,,,,,,,normal,0.0,0.0
0.028698,0.028698,1535971862.839917,,17.111405,192.168.1.234,192.168.1.171,49153.0,1883.0,a0:20:a6:17:44:ed,74:d4:35:ef:e5:5a,54,,,,,1,,0,,,,54,,0,,90,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.02698,0.02698,1535971862.866897,,17.138385,,,,,74:d4:35:ef:e5:5a,30:5a:3a:62:72:80,60,,,,,1,,0,,,,60,,0,,91,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.001131,0.001131,1535971862.868028,,17.139516,,,,,30:5a:3a:62:72:80,74:d4:35:ef:e5:5a,60,,,,,1,,0,,,,60,,0,,92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
1.162404,1.162404,1535971864.030432,,18.30192,192.168.1.102,192.168.1.171,59130.0,3000.0,30:5a:3a:62:72:80,74:d4:35:ef:e5:5a,64,,,,,1,,0,,,,64,,0,,93,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.383883,0.383883,1535971864.454252,,18.72574,192.168.1.171,192.168.1.234,1883.0,49153.0,74:d4:35:ef:e5:5a,a0:20:a6:17:44:ed,64,,,,,1,,0,,,,64,,0,,96,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.120386,0.120386,1535971864.574638,,18.846126,192.168.1.102,192.168.1.171,59130.0,3000.0,30:5a:3a:62:72:80,74:d4:35:ef:e5:5a,64,,,,,1,,0,,,,64,,0,,97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.039435,0.039435,1535971864.614714,,18.886202,192.168.1.171,192.168.1.102,3000.0,59130.0,74:d4:35:ef:e5:5a,30:5a:3a:62:72:80,60,,,,,1,,0,,,,60,,0,,99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.173686,0.173686,1535971864.7884,,19.059888,192.168.1.234,192.168.1.171,49153.0,1883.0,a0:20:a6:17:44:ed,74:d4:35:ef:e5:5a,54,,,,,1,,0,,,,54,,0,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
5.3e-05,5.3e-05,1535971864.788453,,19.059941,192.168.1.234,192.168.1.171,49153.0,1883.0,a0:20:a6:17:44:ed,74:d4:35:ef:e5:5a,54,,,,,1,,0,,,,54,,0,,101,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.422646,0.422646,1535971865.211099,,19.482587,192.168.1.171,192.168.1.234,1883.0,49153.0,74:d4:35:ef:e5:5a,a0:20:a6:17:44:ed,64,,,,,1,,0,,,,64,,0,,102,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.002368,0.002368,1535971865.344175,,19.615663,192.168.1.171,192.168.1.234,1883.0,49153.0,74:d4:35:ef:e5:5a,a0:20:a6:17:44:ed,64,,,,,1,,0,,,,64,,0,,104,0.0,,,,,,,,,,,,,,,0.0,0x00000030,,8.0,1.0,,3.0,,,,0.0,0.0,,,motor,5.0,,,,,,,normal,0.0,0.0
0.038215,0.038215,1535971865.38239,,19.653878,192.168.1.171,192.168.1.102,3000.0,59130.0,74:d4:35:ef:e5:5a,30:5a:3a:62:72:80,60,,,,,1,,0,,,,60,,0,,105,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.56774,0.56774,1535971865.95013,,20.221618,192.168.1.102,192.168.1.171,59130.0,3000.0,30:5a:3a:62:72:80,74:d4:35:ef:e5:5a,64,,,,,1,,0,,,,64,,0,,106,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.002325,0.002325,1535971865.952455,,20.223943,192.168.1.171,192.168.1.234,1883.0,49153.0,74:d4:35:ef:e5:5a,a0:20:a6:17:44:ed,64,,,,,1,,0,,,,64,,0,,107,0.0,,,,,,,,,,,,,,,0.0,0x00000030,,8.0,1.0,,3.0,,,,0.0,0.0,,,motor,5.0,,,,,,,normal,0.6082799434661865,0.0
0.014452,0.014452,1535971865.966907,,20.238395,192.168.1.234,192.168.1.171,49153.0,1883.0,a0:20:a6:17:44:ed,74:d4:35:ef:e5:5a,54,,,,,1,,0,,,,54,,0,,108,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.023409,0.023409,1535971865.990316,,20.261804,192.168.1.171,192.168.1.102,3000.0,59130.0,74:d4:35:ef:e5:5a,30:5a:3a:62:72:80,60,,,,,1,,0,,,,60,,0,,109,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.322168,0.322168,1535971866.312484,,20.583972,192.168.1.193,192.168.1.171,49153.0,1883.0,68:c6:3a:8b:d0:1e,74:d4:35:ef:e5:5a,56,,,,,1,,0,,,,56,,0,,110,0.0,,,,,,,,,,,,,,,,0x000000c0,,0.0,,,12.0,,,,,,,,,,,,,,,,normal,0.0,0.0
0.001007,0.001007,1535971866.313491,,20.584979,192.168.1.171,192.168.1.193,1883.0,49153.0,74:d4:35:ef:e5:5a,68:c6:3a:8b:d0:1e,60,,,,,1,,0,,,,60,,0,,111,0.0,,,,,,,,,,,,,,,,0x000000d0,,0.0,,,13.0,,,,,,,,,,,,,,,,normal,0.0,0.0
0.023298,0.023298,1535971866.39146,,20.662948,192.168.1.171,192.168.1.234,1883.0,49153.0,74:d4:35:ef:e5:5a,a0:20:a6:17:44:ed,74,,,,,1,,0,,,,74,,0,,114,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.156023,0.156023,1535971866.547483,,20.818971,192.168.1.193,192.168.1.171,49153.0,1883.0,68:c6:3a:8b:d0:1e,74:d4:35:ef:e5:5a,54,,,,,1,,0,,,,54,,0,,115,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.039268,0.039268,1535971866.751273,,21.022761,192.168.1.102,192.168.1.171,59130.0,3000.0,30:5a:3a:62:72:80,74:d4:35:ef:e5:5a,64,,,,,1,,0,,,,64,,0,,117,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.002327,0.002327,1535971866.7536,,21.025088,192.168.1.171,192.168.1.234,1883.0,49153.0,74:d4:35:ef:e5:5a,a0:20:a6:17:44:ed,64,,,,,1,,0,,,,64,,0,,118,0.0,,,,,,,,,,,,,,,0.0,0x00000030,,8.0,1.0,,3.0,,,,0.0,0.0,,,motor,5.0,,,,,,,normal,0.8011448383331299,0.0
0.038351,0.038351,1535971866.791951,,21.063439,192.168.1.171,192.168.1.102,3000.0,59130.0,74:d4:35:ef:e5:5a,30:5a:3a:62:72:80,60,,,,,1,,0,,,,60,,0,,119,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.384128,0.384128,1535971867.176079,,21.447567,192.168.1.171,192.168.1.234,1883.0,49153.0,74:d4:35:ef:e5:5a,a0:20:a6:17:44:ed,64,,,,,1,,0,,,,64,,0,,120,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.191011,0.191011,1535971867.36709,,21.638578,,,,,74:d4:35:ef:e5:5a,a0:20:a6:17:44:ed,60,,,,,1,,0,,,,60,,0,,121,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.571058,0.571058,1535971867.938148,,22.209636,192.168.1.171,192.168.1.234,1883.0,49153.0,74:d4:35:ef:e5:5a,a0:20:a6:17:44:ed,64,,,,,1,,0,,,,64,,0,,122,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
0.013736,0.013736,1535971867.951884,,22.223372,203.119.218.22,192.168.1.227,443.0,59274.0,18:a6:f7:eb:77:26,48:5a:3f:93:39:9c,94,,,,,1,,0,,,,94,,0,,123,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0.0,0.0
